Statistic,Week,Age Group,Sex,UNIT,VALUE,first_Monday,first_Monday_date
Persons in receipt of the Pandemic Unemployment Payment,2020W24,35 - 44 years,Female,Number,55598.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,45 - 54 years,Both sexes,Number,92658.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,45 - 54 years,Male,Number,49749.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,45 - 54 years,Female,Number,42909.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,55 - 59 years,Both sexes,Number,36630.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,55 - 59 years,Male,Number,20638.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,55 - 59 years,Female,Number,15992.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,60 years and over,Both sexes,Number,32689.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,60 years and over,Male,Number,19720.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,60 years and over,Female,Number,12969.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,All ages,Both sexes,Number,499919.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,All ages,Male,Number,261619.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W24,All ages,Female,Number,238300.0,2020W24-1,2020-06-15
Persons in receipt of the Pandemic Unemployment Payment,2020W25,Under 20 years,Both sexes,Number,22488.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,Under 20 years,Male,Number,10460.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,Under 20 years,Female,Number,12028.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,20 - 24 years,Both sexes,Number,78822.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,20 - 24 years,Male,Number,38530.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,20 - 24 years,Female,Number,40292.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,25 - 34 years,Both sexes,Number,108116.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,25 - 34 years,Male,Number,54996.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,25 - 34 years,Female,Number,53120.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,35 - 44 years,Both sexes,Number,107328.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,35 - 44 years,Male,Number,54576.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,35 - 44 years,Female,Number,52752.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,45 - 54 years,Both sexes,Number,85700.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,45 - 54 years,Male,Number,45620.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,45 - 54 years,Female,Number,40080.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,55 - 59 years,Both sexes,Number,33890.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,55 - 59 years,Male,Number,19052.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,55 - 59 years,Female,Number,14838.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,60 years and over,Both sexes,Number,30468.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,60 years and over,Male,Number,18416.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,60 years and over,Female,Number,12052.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,All ages,Both sexes,Number,466812.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,All ages,Male,Number,241650.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W25,All ages,Female,Number,225162.0,2020W25-1,2020-06-22
Persons in receipt of the Pandemic Unemployment Payment,2020W26,Under 20 years,Both sexes,Number,21537.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,Under 20 years,Male,Number,9990.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,Under 20 years,Female,Number,11547.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,20 - 24 years,Both sexes,Number,74669.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,20 - 24 years,Male,Number,36300.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,20 - 24 years,Female,Number,38369.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,25 - 34 years,Both sexes,Number,102024.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,25 - 34 years,Male,Number,51382.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,25 - 34 years,Female,Number,50642.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,35 - 44 years,Both sexes,Number,100673.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,35 - 44 years,Male,Number,50352.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,35 - 44 years,Female,Number,50321.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,45 - 54 years,Both sexes,Number,80448.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,45 - 54 years,Male,Number,42460.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,45 - 54 years,Female,Number,37988.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,55 - 59 years,Both sexes,Number,31892.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,55 - 59 years,Male,Number,17831.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,55 - 59 years,Female,Number,14061.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,60 years and over,Both sexes,Number,28501.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,60 years and over,Male,Number,17231.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,60 years and over,Female,Number,11270.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,All ages,Both sexes,Number,439744.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,All ages,Male,Number,225546.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W26,All ages,Female,Number,214198.0,2020W26-1,2020-06-29
Persons in receipt of the Pandemic Unemployment Payment,2020W27,Under 20 years,Both sexes,Number,19097.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,Under 20 years,Male,Number,8898.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,Under 20 years,Female,Number,10199.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,20 - 24 years,Both sexes,Number,70624.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,20 - 24 years,Male,Number,34284.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,20 - 24 years,Female,Number,36340.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,25 - 34 years,Both sexes,Number,95859.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,25 - 34 years,Male,Number,48227.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,25 - 34 years,Female,Number,47632.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,35 - 44 years,Both sexes,Number,94335.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,35 - 44 years,Male,Number,46777.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,35 - 44 years,Female,Number,47558.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,45 - 54 years,Both sexes,Number,75959.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,45 - 54 years,Male,Number,39889.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,45 - 54 years,Female,Number,36070.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,55 - 59 years,Both sexes,Number,30326.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,55 - 59 years,Male,Number,16898.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,55 - 59 years,Female,Number,13428.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,60 years and over,Both sexes,Number,27623.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,60 years and over,Male,Number,16736.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,60 years and over,Female,Number,10887.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,All ages,Both sexes,Number,413823.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,All ages,Male,Number,211709.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W27,All ages,Female,Number,202114.0,2020W27-1,2020-07-06
Persons in receipt of the Pandemic Unemployment Payment,2020W28,Under 20 years,Both sexes,Number,15744.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,Under 20 years,Male,Number,7673.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,Under 20 years,Female,Number,8071.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,20 - 24 years,Both sexes,Number,58152.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,20 - 24 years,Male,Number,29596.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,20 - 24 years,Female,Number,28556.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,25 - 34 years,Both sexes,Number,79380.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,25 - 34 years,Male,Number,41562.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,25 - 34 years,Female,Number,37818.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,35 - 44 years,Both sexes,Number,78365.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,35 - 44 years,Male,Number,40055.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,35 - 44 years,Female,Number,38310.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,45 - 54 years,Both sexes,Number,64485.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,45 - 54 years,Male,Number,34788.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,45 - 54 years,Female,Number,29697.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,55 - 59 years,Both sexes,Number,26213.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,55 - 59 years,Male,Number,14977.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,55 - 59 years,Female,Number,11236.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,60 years and over,Both sexes,Number,24431.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,60 years and over,Male,Number,15012.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,60 years and over,Female,Number,9419.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,All ages,Both sexes,Number,346770.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,All ages,Male,Number,183663.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W28,All ages,Female,Number,163107.0,2020W28-1,2020-07-13
Persons in receipt of the Pandemic Unemployment Payment,2020W29,Under 20 years,Both sexes,Number,14160.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,Under 20 years,Male,Number,6976.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,Under 20 years,Female,Number,7184.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,20 - 24 years,Both sexes,Number,52464.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,20 - 24 years,Male,Number,27089.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,20 - 24 years,Female,Number,25375.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,25 - 34 years,Both sexes,Number,71897.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,25 - 34 years,Male,Number,37960.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,25 - 34 years,Female,Number,33937.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,35 - 44 years,Both sexes,Number,71032.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,35 - 44 years,Male,Number,36445.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,35 - 44 years,Female,Number,34587.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,45 - 54 years,Both sexes,Number,58748.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,45 - 54 years,Male,Number,31767.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,45 - 54 years,Female,Number,26981.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,55 - 59 years,Both sexes,Number,24035.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,55 - 59 years,Male,Number,13800.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,55 - 59 years,Female,Number,10235.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,60 years and over,Both sexes,Number,22612.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,60 years and over,Male,Number,13935.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,60 years and over,Female,Number,8677.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,All ages,Both sexes,Number,314948.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,All ages,Male,Number,167972.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W29,All ages,Female,Number,146976.0,2020W29-1,2020-07-20
Persons in receipt of the Pandemic Unemployment Payment,2020W30,Under 20 years,Both sexes,Number,12876.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,Under 20 years,Male,Number,6367.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,Under 20 years,Female,Number,6509.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,20 - 24 years,Both sexes,Number,47757.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,20 - 24 years,Male,Number,24742.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,20 - 24 years,Female,Number,23015.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,25 - 34 years,Both sexes,Number,65309.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,25 - 34 years,Male,Number,34324.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,25 - 34 years,Female,Number,30985.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,35 - 44 years,Both sexes,Number,64731.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,35 - 44 years,Male,Number,32834.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,35 - 44 years,Female,Number,31897.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,45 - 54 years,Both sexes,Number,54183.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,45 - 54 years,Male,Number,29083.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,45 - 54 years,Female,Number,25100.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,55 - 59 years,Both sexes,Number,22375.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,55 - 59 years,Male,Number,12796.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,55 - 59 years,Female,Number,9579.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,60 years and over,Both sexes,Number,20949.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,60 years and over,Male,Number,12868.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,60 years and over,Female,Number,8081.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,All ages,Both sexes,Number,288180.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,All ages,Male,Number,153014.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W30,All ages,Female,Number,135166.0,2020W30-1,2020-07-27
Persons in receipt of the Pandemic Unemployment Payment,2020W31,Under 20 years,Both sexes,Number,11357.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,Under 20 years,Male,Number,5655.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,Under 20 years,Female,Number,5702.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,20 - 24 years,Both sexes,Number,45402.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,20 - 24 years,Male,Number,23652.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,20 - 24 years,Female,Number,21750.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,25 - 34 years,Both sexes,Number,62875.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,25 - 34 years,Male,Number,33182.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,25 - 34 years,Female,Number,29693.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,35 - 44 years,Both sexes,Number,62024.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,35 - 44 years,Male,Number,31500.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,35 - 44 years,Female,Number,30524.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,45 - 54 years,Both sexes,Number,52157.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,45 - 54 years,Male,Number,27964.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,45 - 54 years,Female,Number,24193.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,55 - 59 years,Both sexes,Number,21587.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,55 - 59 years,Male,Number,12334.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,55 - 59 years,Female,Number,9253.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,60 years and over,Both sexes,Number,20498.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,60 years and over,Male,Number,12587.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,60 years and over,Female,Number,7911.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,All ages,Both sexes,Number,275900.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,All ages,Male,Number,146874.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W31,All ages,Female,Number,129026.0,2020W31-1,2020-08-03
Persons in receipt of the Pandemic Unemployment Payment,2020W32,Under 20 years,Both sexes,Number,10753.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,Under 20 years,Male,Number,5410.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,Under 20 years,Female,Number,5343.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,20 - 24 years,Both sexes,Number,43109.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,20 - 24 years,Male,Number,22594.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,20 - 24 years,Female,Number,20515.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,25 - 34 years,Both sexes,Number,59957.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,25 - 34 years,Male,Number,31742.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,25 - 34 years,Female,Number,28215.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,35 - 44 years,Both sexes,Number,59433.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,35 - 44 years,Male,Number,30127.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,35 - 44 years,Female,Number,29306.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,45 - 54 years,Both sexes,Number,50225.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,45 - 54 years,Male,Number,26895.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,45 - 54 years,Female,Number,23330.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,55 - 59 years,Both sexes,Number,20870.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,55 - 59 years,Male,Number,11903.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,55 - 59 years,Female,Number,8967.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,60 years and over,Both sexes,Number,19883.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,60 years and over,Male,Number,12231.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,60 years and over,Female,Number,7652.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,All ages,Both sexes,Number,264230.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,All ages,Male,Number,140902.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W32,All ages,Female,Number,123328.0,2020W32-1,2020-08-10
Persons in receipt of the Pandemic Unemployment Payment,2020W33,Under 20 years,Both sexes,Number,9567.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,Under 20 years,Male,Number,4711.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,Under 20 years,Female,Number,4856.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,20 - 24 years,Both sexes,Number,38271.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,20 - 24 years,Male,Number,19671.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,20 - 24 years,Female,Number,18600.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,25 - 34 years,Both sexes,Number,52870.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,25 - 34 years,Male,Number,27253.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,25 - 34 years,Female,Number,25617.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,35 - 44 years,Both sexes,Number,52285.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,35 - 44 years,Male,Number,25504.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,35 - 44 years,Female,Number,26781.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,45 - 54 years,Both sexes,Number,44488.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,45 - 54 years,Male,Number,23214.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,45 - 54 years,Female,Number,21274.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,55 - 59 years,Both sexes,Number,18800.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,55 - 59 years,Male,Number,10574.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,55 - 59 years,Female,Number,8226.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,60 years and over,Both sexes,Number,17985.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,60 years and over,Male,Number,11006.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,60 years and over,Female,Number,6979.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,All ages,Both sexes,Number,234266.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W33,All ages,Male,Number,121933.0,2020W33-1,2020-08-17
